year;subtask;model;dimension;accuracy;precision;recall;f1_score
2016;A;glove;50;0.4693679720822024;0.49882134187711463;0.4693679720822024;0.4179622909607213
2016;A;glove;100;0.5193285859613428;0.4883728307671013;0.5193285859613428;0.47702013601855425
2016;A;miniNumberbatch;300;0.4760081426909655;0.5120538641594125;0.4760081426909655;0.4684375358378158
